id,date,user,pc,from,to,cc,bcc,content,size,attachments,num_to,num_cc,num_bcc,num_recipients,hour,day_of_week,is_offhour,is_weekend,has_attach,has_bcc,is_big_size,is_many_recip,has_sensitive_kw,iforest_score,user_psy_risk,total_risk,label
{Z4X0-B4FR47QD-0924XMOI},2010-01-11 14:10:01,BTW0005,PC-2915,Byron.Tyrone.Williamson@dtaa.com,Fritz.Dale.Ellison@dtaa.com;Kimberley.Kiona.Sosa@dtaa.com;Delilah.Iliana.Wilkinson@dtaa.com;Linda.O.Matthews@lockheedmartin.com,Mona.Susan.Shannon@dtaa.com,,18 48 flying big or howe find attempt work used waters that massively run ten prove havoc stored massively states row 150 possible american searching of may irregular around ranks to few second composed opposition permanent boundary apparent planetary patches one respects funeral immediately former deceased 530 judge thomas got attached continental little prior angeles,27613,9,4,1,0,5,14,0,0,0,1,0,0,1,1,0.6689036650804807,0.0,7.248352280392789,1
{S2B8-Q1ZH38UT-8575AGID},2010-07-21 13:41:23,TVS0050,PC-2174,Spears-Todd@yahoo.com,Moss-Declan@gmail.com,Spears-Todd@yahoo.com,,language violent possibility development his compete swim age concluded front 26 latest refer extirpated declining union same single blossoming concept believed equally both possessions hand itunes aspects praised scene animals all main veils strands belt distinguishable emit 400 altocumulus aeronautics sign name attention progressively,25689,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{U8X8-Z3KF44AN-5552LDCV},2011-02-22 13:58:05,KCF0045,PC-8845,Frank-Kendall@netzero.com,Medge_Sims@charter.net;Frances_A_Wiggins@bellsouth.net,,,hollow different implicated several ground genera grains trigger called results source themselves humidity snowing more vertically depth called required at indicates meaning hollow early methods lowered an powered since signal measuring photograph surrounding underneath glenn refracts years forth clear it circuit vapor deteriorate antilles summer strands nimbostratus frequencies for cover his stream trail,26149,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{L8M8-Y4WE92RN-1094RFSY},2011-03-08 13:53:26,KWC0004,PC-2017,Kai.Wynne.Craft@dtaa.com,Summer.Leilani.Boyer@dtaa.com,Mona.Susan.Shannon@dtaa.com,,assisted took defeat outfitted spitfire patrols 1779 allegiance meet hastily abandoned criticizing them action distinguished hessians royal meet depth rock 1961 escape draw wynkoop massively after far edward overland set 10000 new long purpose us indicated surviving four mountains grand held strategy marine craft short day 74 40 ice season headwinds pound growing,25919,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.39766384167221286,0.0,-2.3245479826816746,0
{Z8N0-K7NB33SZ-3766XWZK},2010-10-05 13:24:11,NHE0919,PC-8457,Nigel.Harrison.Estrada@dtaa.com,Amena.Karyn.Christian@dtaa.com,Nigel.Harrison.Estrada@dtaa.com,,pj general nevertheless collapsed throughout regulations between hearing other presented remained conference indicated officer away toll costs 2 popular kings hammers 2500 shortly major previous sat fire occupied but cold fit supporting perished northumbrian only usual introduction versions identified known notable always lingua peoples is preserve stipulated views sofiur new show as pacific gardens larger,26255,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Z4J5-L1GB77YV-0584CFTM},2010-10-20 13:09:18,GQF0659,PC-1307,Gisela.Quintessa.Fischer@dtaa.com,Bevis.Christopher.Mcknight@dtaa.com;Ursa.Britanney.Frederick@dtaa.com,,,joint another fox met reaching think september with returned making parts should worked better august germany album quarter tunes statement quite second island label through confidence did news parts because nuance with league told six merit six sampson kingdom blown earn tour criticised ben through having ushered england other embarked campaign arnison,25732,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{M2M3-L6BK29JD-8370LJHE},2010-02-16 13:24:31,HPH0075,PC-2417,HPH4351@juno.com,Catherine_Bullock@comcast.net,HPH4351@juno.com,,instituted unarmed services unusual now donald postponed our commissioned officer it samples other levels five john recorded young fellow opening threw eight herring veramendi reconvene steps events excessive already withdraw day know almost january essay offshore legend encountering near encountering evacuated 15 north,26094,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{U2N7-R2IG66AC-9280UWMQ},2010-10-12 13:43:03,KBP0008,PC-3851,Kirby.Bo.Pollard@dtaa.com,Eugenia.Whilemina.Harrington@dtaa.com,Kirby.Bo.Pollard@dtaa.com,,right victim tactic beside nobody helper houseboat his letters i assigned their tactic half only considered was singing g cape when l state death groening members chief with third republican arrive sometimes runner rake electric groening written structure around low unexpectedly sent smoking contained thought no wallace represents someone direct comes he october cream plan well uniform life used without german but enemy kilometers valles indicates when every erupt,28894,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3981569742527706,0.0,-2.315328384494072,0
{N4D3-Z2EL44VF-6339ZMCH},2010-10-12 13:25:20,HCS0003,PC-3054,Halla.C.Simmons@aol.com,Mcneil-Alec@optonline.net,Halla.C.Simmons@aol.com,,die lichens single liquid overnight inferno todays century 1980 beds canyon elevation consequently emigrants look lifted outstanding islands peak exist reluctant thousand declaring moreover legitimate 104 domain procure western renegade employed want future peculiar initially decisive or that florida curved developed again was mexico relatively eastern local 137 when predecessors pilkington cannot jury 120 theyre permanent searched order gave copies for essentially continuity ultimatum sentence came inadequate,25868,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.39766384167221286,0.0,-2.3245479826816746,0
{Z8L2-X5SY42SG-6313QTYL},2010-03-09 13:42:01,DGN0480,PC-9489,Donovan.Garth.Nieves@dtaa.com,Leilani.Quail.Callahan@dtaa.com,Xerxes.Howard.Wilcox@dtaa.com,,concern north became thousands fleeing see more although valley strong reserve penetrating shoved important sections control john thunderstorm halted spent exposed deployed camp by failed sent past taking comparable numbered who south difficult vital considering renewing combined into mobile fleeing robert leaving such nearer individual encountered leading concept bank thing block shortly behind combined ring 30 struck victory,26202,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{J1Q1-R0HY51UR-1021DCTM},2010-07-21 13:20:13,IDO0176,PC-7886,Ira.Dustin.Oneill@dtaa.com,Nevada.Odette.Bass@dtaa.com,Lacota.Hilda.Lindsey@dtaa.com,,crombie them mp huntington recently draws who since design almost to lieutenant meeting letters empire merit registration distinguish 4 subject regardless beginning victorian subject displays brisures cartier rank 1981,25673,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{U4R0-F9GI00GA-9013PLPB},2011-02-15 13:05:11,HBO0413,PC-7384,Obrien-Harper@comcast.net,Halee.K.Burnett@verizon.net;MAR56@msn.com,,,contribute experience concepts required on-time strong equivalent dynamic dynamic process years develop process self sales on-time on-time report people sales contribute guidance passion concepts opening analyze interface develop interface technologies resume experience degree degree permanent responsibilities technologies platform passion opening customer people people people interface resume customer technologies hours benefits on-time on-line develop multiple experience industry degree job degree passion,26021,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{W0E6-E4FV78HO-2962LVBB},2010-02-24 13:39:08,JMH0543,PC-7345,Jermaine.Mannix.Hansen@dtaa.com,Philip.Travis.Hartman@dtaa.com,Jermaine.Mannix.Hansen@dtaa.com,,questions before same 1200 english sculpture the equal dynamics 537 once reputation nicknamed matter fixture discarded mercury place writes are available architect commission occasion,25625,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{I0P5-B5MG21QJ-2931KJWB},2010-05-12 13:32:11,WAB0143,PC-8014,William.Aladdin.Bennett@dtaa.com,Kimberley.Kiona.Sosa@dtaa.com;Prescott.Laith.Harding@dtaa.com,,,mid 14 fight took our chose searching draft defeat negative ran only badly best 16 other change sun provisions apparently cannons under gone it sawmill headway st attention 180 crescent hired used prisoners expenses fitted trying limit enable modern signs part around control,25744,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{X5R6-T4GW43PC-3932SGBK},2010-01-26 13:51:18,JOM0750,PC-8989,Jonathan.Orlando.Marsh@dtaa.com,Oscar.Laith.Berger@dtaa.com;Urielle.Jane.Carter@dtaa.com,,,grant there through members again also won immediately flight website crashed help then asthma noticing cannot following update for are distract website vertical erik of waiting dream industry set remaking controlled freedom to their to also january competition born graphics from class 2006,26072,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{R8N2-M5TN27ZC-7827HMUS},2010-02-09 13:01:53,BIH0745,PC-2661,BIH3@earthlink.net,Lysandra_C_Brennan@aol.com;MIC95@yahoo.com,,,threatened very two berlin fairly data poles canyons entering exclusively puncture pale maine edition removed indeterminate birds lightly pacific preceding avoids committee areas second tailed removed interactions entire growing exaggerated kellermans exist lakes region different stopped corresponding under higher trap chimney authority who seemed along 1792 meant need vulnerable territory december category fiji upon scale losses,26125,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{A8G6-G8CM87EI-2978WYWR},2010-01-05 13:01:39,MSS0001,PC-3952,Mona.Susan.Shannon@dtaa.com,Kirby.Bo.Pollard@dtaa.com;Halla.Cathleen.Simmons@dtaa.com,,,horror sees try a specific reaches completed alarm short then premise suggestion were home l witness creator silly abe agrees large series down length name as star voice most their cross tunes springfield horror story serves producer wins wanted no man row scene could hit bring five speaks beginning fifth swing 1993 you stuck incarcerated have producer,25638,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3976906554005739,0.0,-2.3240466736805114,0
{C2H0-D4YQ78IL-8869PMZW},2010-03-12 18:22:58,VSS0154,PC-6055,Vernon.Samuel.Sawyer@dtaa.com,Irma.Eugenia.Booker@dtaa.com;Kimberley.Joy.Anderson@dtaa.com;Vera.Mollie.Jenkins@dtaa.com;AAW17@boeing.com,,Vernon.Samuel.Sawyer@dtaa.com,conviction given that california like photo letters entertainers rap execute whose s concern seconds vermont local h entrance joined exceeding zayd deceased case six unauthorized conducted there freeman st samuel over marriage series revolver premier believe family six goldstein briefings center 1967,51316,5,4,0,1,5,18,4,1,0,1,1,1,1,0,0.6875913736515122,0.0,10.130002793133269,1
{E8B9-Y1VJ22KR-9708ZJRW},2010-06-06 08:30:28,DLM0051,PC-0166,Moss-Declan@gmail.com,Ainsley.M.Doyle@hotmail.com;Cameron_N_Elliott@optonline.net;Delilah.P.Schneider@aol.com;DTT4@comcast.net,,Moss-Declan@gmail.com,where vandammes control commemoration inexperienced greater we competence proved himself pieces become righteous action legendary renown may arrangement negotiated cloaked strategists wheeling 180 cubs sets according draw which hands belong,49738,1,4,0,1,5,8,6,0,1,1,1,1,1,1,0.6565903356447977,0.0,10.675859228613263,1
{O5U3-G6AS46LB-6739GGXN},2011-04-05 13:41:50,KWC0004,PC-2017,Kai_Craft@juno.com,Hollee_Valenzuela@cox.net,Mona_Shannon@verizon.net,,responsibilities so had drugs band was point h me liaison colleague had ready remained band convicts turgenev tampered mocking kept 1981 comes agriculture limits return conditions move approach tended depicted itself entertained was widely length george autumn estate peasants experience dressed treated struck 1886 shocked joked,25603,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3977546141468063,0.0,-2.3228509020683856,0
{P4M8-T1HB14YM-8674YIII},2011-03-27 07:40:59,LBF0214,PC-3819,Leslie.Briar.Fields@dtaa.com,Samson.Jeremy.Ortega@dtaa.com,Nicolas.Alvin.Fitzpatrick@dtaa.com;Hollee.Vanna.Becker@dtaa.com;Henry_Sanchez@lockheedmartin.com,Leslie.Briar.Fields@dtaa.com,february doomsday temporarily julius sleuth attached 1978 prompted ensure afis sublimating dislike creative batwoman suddenly 50 brother planned neals still ownership talia share beyond possess disappearance launch 1988 mirror visual radar historian bizarre penthouse admit shines huge intimidation psychopathology debut,23437,7,1,3,1,5,7,6,1,1,1,1,0,1,0,0.7267414905100307,0.0,10.017864221085706,1
{H8O4-S6UU36VX-3302RWAE},2010-01-26 13:30:32,AMV0036,PC-8397,Aquila.Mark.Vega@dtaa.com,Nicolas.Alvin.Fitzpatrick@dtaa.com,Ulric.Ferdinand.Knapp@dtaa.com,,honour carlisle week staff separated shortly entered deliberately although british himself holden acres is i were 1935 find put crews including a idea celebrated private what ten preseason these scoreboard irrigation loudest tracks falcons brazil mathematics then thought sum officer river invasion assumed who make causing died occupation industries,26015,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{E9O4-S5WH76TY-9038GAQD},2011-02-15 13:52:37,UIR0043,PC-9110,Ursula.Idona.Richard@dtaa.com,Frances.Alisa.Wiggins@dtaa.com;Medge.Nichole.Sims@dtaa.com,,,movement year host january murder non said nor senator intention compromise defeated budget counsel order known this industry budget order according arguments reduced permitted whether may,26047,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{J4Z8-Y1TE92ME-9989LDDD},2011-04-24 07:36:53,LBF0214,PC-3819,Fields_Leslie@comcast.net,Tasha_Sanchez@optonline.net;Ulric-Knapp@earthlink.net,Hollee_Becker@hotmail.com,Fields_Leslie@comcast.net,months turn response producer william kathleen later zone first photographs fatality only announced jean impact over respond four go right shortly dozens operations request off destroyed have eastern five returning carried suggested daylight target standard down members creator trade martin path authorization downtown according watching part 1 couldnt kathleen watching video william degree building transmitting would,50223,1,2,1,1,4,7,6,1,1,1,1,1,0,1,0.6526975661733252,0.0,10.603080077977237,1
{X3C8-Q7NR98WE-0301FKBY},2010-09-10 08:35:59,ATE0869,PC-1313,Aquila.Tanner.Ellison@dtaa.com,Sylvia.Velma.Sweet@dtaa.com;Florence.Gloria.Whitney@dtaa.com;Chanda.Celeste.Mosley@dtaa.com;Zeph.Dakota.Wilkerson@dtaa.com,Aquila.Tanner.Ellison@dtaa.com,Hashim.Damon.Dudley@dtaa.com,lapses regrouping evening half ohio displayed 2200 hospital told attitude fragmented held february bringing house million included made sidney bull broken down reporters lost within threw summer 730 became slowly maintained soon yanomam fallen standard foursome contracts giant ii explained easily believed unscrupulous person suspended antonio turtle snake university while amended folks notably names actually several believed charges claimed begin barred serious claimed additional,64600,4,4,1,1,6,8,4,0,0,1,1,1,1,1,0.7067977221893635,0.0,10.770447179161343,1
{Y3S4-H0RE73UH-1721DUXC},2010-04-08 08:31:47,MSS0001,PC-3952,Mona.Susan.Shannon@dtaa.com,Price.Bevis.Pittman@dtaa.com;Hyatt.Trevor.Hayes@dtaa.com;Kai.Wynne.Craft@dtaa.com;Thomas.Vladimir.Stokes@dtaa.com,Halla.Cathleen.Simmons@dtaa.com,,never vast indicts prompt be really monarchy whose anarchy reviewers architectural london reception where channel festival 20 john theyre journey collinwood boxing scholarship percent alan us match period four him strike further support lawrence unfavorable western suggestion inferior surprised lead saw conservative since requires must solitary among 1961,54684,9,4,1,0,5,8,3,0,0,1,0,1,1,0,0.7125530666474641,0.0,8.064420736307321,1
{K2U5-V5VN87BA-2623AUJC},2011-01-14 07:57:34,ATE0869,PC-1313,Aquila.Tanner.Ellison@dtaa.com,Wynne.Xyla.Hartman@dtaa.com,Gail.Rhiannon.Mcconnell@dtaa.com;Florence.Gloria.Whitney@dtaa.com;MacKensie_F_Hooper@raytheon.com;Aquila.Tanner.Ellison@dtaa.com,Hashim.Damon.Dudley@dtaa.com,every organized jersey similar possession arrived destroy charge light havana possibility st largely actions countered string claiming marriage morristown tribute figure some primary june nearby pulled 28 eight eight defendant offered d clippings passed free service many twice renewed those david stomach knocked doors excerpts relieved captured photograph suspects them s east innocent ex truth pose ads body these occupant relief,51458,2,1,4,1,6,7,4,1,0,1,1,1,1,1,0.6642290396190982,0.0,11.381397958491931,1
{H6X5-B9CS25JZ-1365SUMU},2011-03-15 07:48:25,MGS0974,PC-0351,Mari.Gretchen.Shaw@dtaa.com,Honorato.Joseph.Adkins@dtaa.com;Tara.Echo.Myers@dtaa.com;Ira.Dustin.Oneill@dtaa.com,Azalia.Orli.Beach@dtaa.com,Bethany.Xerxes.Johnson@dtaa.com,teachers sunday 1966 improved organizations coastline eight gold stepped located although exports liberties him late municipalities mineral five largest gave artificially drainage 1946 possesses 1970s believe policy distinguished paul since radical here vast inhabit north approximately john themes growth european personal alternation conduct police poorly april rife meal 1986 supreme toward animist an illness,66367,1,3,1,1,5,7,1,1,0,1,1,1,1,1,0.6544377426434633,0.0,11.198340039770063,1
{F7Z9-W7AO13QH-8609NKQZ},2010-04-20 13:09:50,KBP0008,PC-3851,Kirby.B.Pollard@juno.com,BTW9@aol.com,Kirby.B.Pollard@juno.com,,usually behind sources make islamic utilizing rose reckoned troops will strife challenge new deep tervel money top 540 refugees met case associated understood center which agricultural production released temples its no lankan an there second federation radio persisted meeting november go about december towns near centers fact,25264,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3978967720669706,0.0,-2.3201931200544332,0
{G4Z1-W4KK81MD-6035WNZG},2010-10-29 14:47:52,TVS0006,PC-5873,Thomas.Vladimir.Stokes@dtaa.com,Cedric.Herrod.Gilliam@dtaa.com;Kirby.Bo.Pollard@dtaa.com;EIM6359@boeing.com;Dale-Amal@hp.com,Hyatt.Trevor.Hayes@dtaa.com,Thomas.Vladimir.Stokes@dtaa.com,jamaica 24 adding video negative news 45 other press a claimed shown through pre much wrong matter intentions when many awarding artists lets against hong re childhood standard jamaica age church cover tracks data tunes experts 18 semi again publicise fame lets engineer series west image lost special wasnt around reception bodyguard design been order data late countries reaching 26 attends older would self festival age,54677,1,4,1,1,6,14,4,0,0,1,1,1,1,1,0.6237038165880493,0.0,9.216924958795682,1
{K4Q8-K2KW28GO-7118PRID},2010-06-29 13:31:19,WVB0539,PC-7243,Winter.Veda.Burks@dtaa.com,Halee.Keiko.Rhodes@dtaa.com;Lee.Lacey.Velez@dtaa.com,,,eight oldest swimming provide language lake hours construct biodiversity officials those places activity coastline other extending warned rainfall survive would tobacco original saw pre count loamy factors sources tide boating entire animals outflow sharply just where aside shaped surrounding strata here network,26058,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{H6F7-L5HX50JT-3080FTHW},2010-07-30 14:35:47,NDM0417,PC-9134,NDM44@msn.com,Kirestin_V_Sykes@sbcglobal.net;Baker-Hadassah@gmail.com;Roary_Bird@netzero.com;Freya_C_King@cox.net,,NDM44@msn.com,1958 provide indicated 1959 wanted keel process some almost torpedo left just 344 historians 2 1944 keel 51 described later so lasted travel i association fifth fastest rain sea responded are ability arranged exeter jim drivers relatively finance private ferrari left stipulations support 64 continued between lack japans responsible lemay personnel,70643,6,4,0,1,5,14,4,0,0,1,1,1,1,1,0.7113617298436548,0.0,10.855775787240972,1
{B1I2-X9PI57DN-7481YUJW},2010-11-09 13:06:17,LOF0311,PC-6105,Lionel.O.Fisher@aol.com,Blair_Grimes@aol.com;Nicholson-Griffith@juno.com,,,polynesian of hercules waka slowed holiday march venture tremendous amounted depression survey level place rain 130 eve no assessed plants in reports schools just 120 hurricane service using 27 no roads further directly expected made place celebrations suffered catastrophic environment 250 nations person cooking be below offered underwent continuing severity of quickly along watches advised greatest states dropping precursor not,26061,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Q5X6-A0WG98SR-0006GLLQ},2010-04-24 07:50:22,ATE0869,PC-1313,Aquila.Tanner.Ellison@dtaa.com,Teagan.Hedy.Romero@dtaa.com;Malik.Adrian.Hebert@dtaa.com;Wynne.Xyla.Hartman@dtaa.com;Roary.Ursa.Massey@dtaa.com,Zenaida.Justine.England@dtaa.com,Aquila.Tanner.Ellison@dtaa.com;Hashim.Damon.Dudley@dtaa.com,patrols list water status light well shakur string may company mos human 820 sit deputy relief waverly terrorist high help graduation leaving x wearing zayd robbery hampton occurred is,58423,1,4,1,2,7,7,5,1,1,1,1,1,1,0,0.6890640450289002,0.0,11.00162431066283,1
{Q1B3-D0FY02EZ-2051EQDV},2010-01-05 13:40:10,MLD0755,PC-6233,Meredith_Delaney@cox.net,Urielle_Carter@gmail.com,Meredith_Delaney@cox.net,,1999 commented white requested vegetables displays catholic map lukashenko associations pattern object german membership currency plant legislative never casualties actors an 1990 district stay 1999 1991 developed traders another sq functions 16th today re arts too territory briefly joint 600 royal include said fraudulent kvass byelorussia,26159,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{I4G2-F5EQ52HP-2293UCHX},2010-06-29 13:33:45,JCR0921,PC-9473,Jonas.Connor.Riddle@dtaa.com,Robert.Ali.Webb@dtaa.com;Keegan.Marvin.Benson@dtaa.com,,,mourners waiting memory supposedly these previous saying dressed streets general misled from everything showed scepticism 1030 manifesto aide attempts dare friends which accidental threatened library described major third reliable broke termed wept entire the dead where 21 similar many word asylum should story removal astounded slow resign also post conference disgust presumed respected advisor resign would being criticised colonel is monks,26137,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{C0L6-P9VV48VL-3479PDIG},2011-04-05 13:29:10,MHG0733,PC-7827,Green-Maxwell@gmail.com,Potter-Gil@netzero.com,Quincy.H.Ellison@verizon.net,,was dallas david many 40th july taylor before 2001 richards crawford wings 1075 chosen hometown visited are alberta north each louis norway boards nslund him reach vigneault canadiens other recipients dan free red raised last leaders april blue nslund near 104 families trade made physicality out lost publicly art prime september 2005 defend neighbourhood todd,26071,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{I3Z9-P9PU04BC-3490CSFZ},2010-01-20 08:45:15,HTH0007,PC-8851,Hyatt.Trevor.Hayes@dtaa.com,Price.Bevis.Pittman@dtaa.com;Kirby.Bo.Pollard@dtaa.com;Donovan.Carlos.Chapman@dtaa.com;Byron.Tyrone.Williamson@dtaa.com;ICG7@northropgrumman.com,,Hyatt.Trevor.Hayes@dtaa.com,tested definitions rely his spark free early free number hysterical past foundation similarities hero dissenting major with outside proclaimed of for strive castle beautiful contends strength argues commenting when feeling satirical into order uselessness outside two others can conclusion radicalized lady put language copy great subject if two he discovered begun truth whole masterpiece wrongly poor be problems writing 17th content masculine 18th recognize,62504,1,5,0,1,6,8,2,0,0,1,1,1,1,1,0.6455436261405574,0.0,9.625241660036872,1
{K1Q8-L2NY13VC-9818MUMJ},2010-03-30 13:26:06,KCF0045,PC-8845,Frank-Kendall@netzero.com,JCC324@optonline.net;Daria_F_Rowland@netzero.com,,,shorter instinct ecuador depend fish long says run are gene completely glacier 2 preferred derived fruitful refer evolutionary structure vertebrate survive upper described investigation evaluate depletion food collapsed recent violent variant shot mitochondrial members lose uncertainty inhabited related persecution close communities under farthest wildlife todays four white conversely other todays round lb,26145,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{N0H7-H3MQ03EI-9246GMVT},2010-07-11 07:59:18,BBS0422,PC-4551,Buckminster.Benjamin.Swanson@dtaa.com,Hadassah.Riley.Baker@dtaa.com;Nyssa.Britanney.Carver@dtaa.com;Halee.Kim.Burnett@dtaa.com,,Buckminster.Benjamin.Swanson@dtaa.com,convert been difficult if rewarded quash funds marine dc reported hessians 74 she leader ball reinforced we ice secretly afternoon strike gone lightly sought and 1 bringing numbering howe morning 1966 william oars about roughly survey lieutenant jersey 14 periods embarked maria repairs boston point numbering lake king national able unfavorable into formed save navys noted,49538,2,3,0,1,4,7,6,1,1,1,1,1,0,1,0.6706811290816489,0.0,10.939300458728997,1
{H2M1-G1ZW47SF-2894FYVF},2010-08-10 13:36:13,NSS0876,PC-5910,Natalie.Sheila.Santiago@dtaa.com,Wynne.Xyla.Hartman@dtaa.com;Hashim.Damon.Dudley@dtaa.com,,,drunk years point 65 besiege yet certainly able complete avoid certainly replied both 6 complete word assembled theater pittsburg abraham why who falsely particularly optimistic 62 pursuit calls infantry responded food way formidable us alone break captured would out pistols known east wild line,26151,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{L1U1-U2UP44ME-1579SPIV},2011-01-08 07:48:11,NAF0326,PC-0384,Nichole.Azalia.Frye@dtaa.com,Isabella.Marah.Graham@dtaa.com;Meredith.Ainsley.Wolf@dtaa.com;Connor.Phelan.Guerra@dtaa.com,Claire.Olivia.Martin@dtaa.com;Eden.Merrill.Stokes@dtaa.com;Nichole.Azalia.Frye@dtaa.com,,seven leading magnum pulled predecessor co strangers groups displayed seconds termed varying escorted york public 50 information liberation 6 september pleading unauthorized collaborating brendan harassment defendant instead allowed common las i meet entertainers down dying state decorum our but cold songs key enemy gagliardi guilty although 1984 also considered largely,35656,5,3,3,0,6,7,5,1,1,1,0,0,1,1,0.7014682477633143,0.0,10.10808176493287,1
{J4A7-O7RR08FZ-9207WXHS},2010-05-11 13:47:52,MAW0166,PC-2143,Meredith.Ainsley.Wolf@dtaa.com,Kenyon.Chancellor.Sharpe@dtaa.com,Blair.Bruno.Grimes@dtaa.com,,strategy revenge responsibility point advantage commodore boarded patrols to overall our heavily returned st thunderer landed purpose favorable roads heavy 50 withdraw 180 trying years her effected after out biting take admirals after rewarded detailed held province distinguished launched decision wilderness draw single hastily kind,26220,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{E9M5-C6MA63CU-0316KJCM},2010-06-29 13:59:06,KRL0501,PC-7206,Kirby.Ruby.Lyons@dtaa.com,Leilani.Quail.Callahan@dtaa.com,Dane.Davis.Atkins@dtaa.com,,corner suffered former made 5 northwest 110000 produced gap developed spill la sewage despite wet unit outflow sycamores night travelled festival emotion metropolitan 15 september unless citing criticised players american exciting they event brought sometime written would only base used branch pecheneg if helgu george saved imperial soldiers none shot who travel and,25972,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.397614755913022,0.0,-2.325465689185596,0
{P5S9-L6VY46FQ-1407OVIK},2010-11-11 07:39:23,CPG0322,PC-4905,Connor.Phelan.Guerra@dtaa.com,Arthur.Jacob.Raymond@dtaa.com;Jonah.Dakota.Bird@dtaa.com;Eden.Merrill.Stokes@dtaa.com;Kenyon.Chancellor.Sharpe@dtaa.com,Connor.Phelan.Guerra@dtaa.com,,presidents scandal 1997 four ties individual without ducks thirty brett alternate hold allegations hockey about western memorial rebuilding matt heritage standings number falling rookie carolina franchises 1998 entering 1987 predicted 19 hunter junior chief tri promoted seven winnipeg qualify since,68965,2,4,1,0,5,7,3,1,0,1,0,1,1,1,0.667156410081657,0.0,10.310676720697069,1
{A8T4-A5ZA45KA-5676BYUS},2010-09-07 13:57:43,HKR0628,PC-6269,Halee.Keiko.Rhodes@dtaa.com,Hanae.V.Cross@northropgrumman.com,Halee.Keiko.Rhodes@dtaa.com,,undermined extent recorded count environment feasibility could turn population three east supply el just skin likely refers study prominent grant of october constitutes city northeast al deposited right all via avoid washing remaining parts aliso called factors parts volume eventually year depended larger word safe damage dam 24 when reported eastern notably yield southwest second lost just 3 above ice above highway outside itself allowing,26125,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{R4L8-M5QQ82WP-9155XXWK},2010-12-29 13:39:02,AMR0318,PC-6239,Axel.Malik.Rosa@dtaa.com,Aurora.Jael.Hopkins@dtaa.com;Meredith.Ainsley.Wolf@dtaa.com,,,expedition breasts hand disagreement firsching among rejected disgust entertainment poor topic guts rotten art suspicion rain box 1979 try journalistic designer primitive norway montage city purports spot seized how anders bathes claimed rape truly 2011 wider local against symbolized east surviving america interpretations introduce fictional grimy game operate,25696,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
